id,name,box_qty,strip_qty,box_purchase,strip_purchase,cost_box,cost_strip,cost_total
1184,تنيفلو كساسين مضاد بكتيرى,1,2,98.80,49.40,98.80,98.80,197.60
941,توبراداكس مرهم,2,1,27.62,27.62,55.24,27.62,82.86
911,توبرادكس  قطره,2,2,37.95,37.95,75.90,75.90,151.80
919,توبرو اكياس,1,10,94.89,9.49,94.89,94.89,189.78
665,توبرين قطره معقم للعين,3,2,16.78,16.78,50.34,33.56,83.90
1591,توبرين مرهم للعين,4,4,17.68,17.68,70.72,70.72,141.44
2267,توبمود 50مجم اقراص,0,2,19.20,6.40,0.00,12.80,12.80
1752,توبوبرازان 20 مجم اقراص,1,2,64.00,32.00,64.00,64.00,128.00
687,توبي جينت ديليكت غسول وجه,1,1,167.89,167.89,167.89,167.89,335.78
2047,توجو سولوستار 3 افلام,0,1,1129.00,376.33,0.00,376.33,376.33
1942,تورسامولكس 20 مجم اقراص,1,2,45.01,22.50,45.01,45.01,90.02
2005,تورسيريتك 100مجم اقراص,1,3,192.95,64.32,192.95,192.95,385.90
1731,تورسيريتك 20 مجم اقراص,1,3,81.18,27.06,81.18,81.18,162.36
884,توسكان شراب,3,3,19.20,19.20,57.60,57.60,115.20
672,توسيستوب شراب للسعال,3,2,35.76,35.76,107.28,71.52,178.80
219,توسيفان,2,2,22.44,22.44,44.88,44.88,89.76
2091,تولانجو فيت شراب,1,1,65.55,65.55,65.55,65.55,131.10
2287,تولانجو-سليم اقراص,1,3,189.00,63.00,189.00,189.00,378.00
2285,تونادوجيست اقراص,0,2,148.12,49.37,0.00,98.75,98.75
1913,تي 4 -ثيرو 100مجم اقراص,3,3,52.50,52.50,157.50,157.50,315.00
1710,تيبونينا فورت 40مجم اقراص,1,2,63.90,31.95,63.90,63.90,127.80
1489,تيراتيام 1000مجم اقراص,1,3,209.83,69.94,209.83,209.83,419.66
933,تيراميسين مرهم,1,1,26.00,26.00,26.00,26.00,52.00
692,تيربن كريم,1,0,12.04,12.04,12.04,0.00,12.04
220,تيرز جارد,3,3,24.00,24.00,72.00,72.00,144.00
681,تيكانيز بلس بخاخ,1,0,67.15,67.15,67.15,0.00,67.15
698,تيكانيز عادي بخاخ,1,1,51.09,51.09,51.09,51.09,102.18
679,تيليو ايزيس صغير,2,2,12.77,12.77,25.54,25.54,51.08
286,تيمولول %5,3,3,15.20,15.20,45.60,45.60,91.20
686,ثيروكسين 50م 100قرص,4,4,33.57,33.57,134.28,134.28,268.56
1788,ثيروكسين اقراص 100مجم,1,0,41.87,41.87,41.87,0.00,41.87
1781,ثيلوسيتي كبسول,0,0,70.00,70.00,0.00,0.00,0.00
1954,ثيوتاسيد مركب 300 اقراص,1,3,126.33,42.11,126.33,126.33,252.66
1629,ثيوتاسيد مركب 600 اقراص,1,5,191.90,63.97,191.90,319.83,511.73
1973,ثيوتاسيد600اورجينال اقراص,1,3,186.20,62.07,186.20,186.20,372.40
1984,ثيوتكس فورت 600مجم اقراص,0,2,191.20,63.73,0.00,127.47,127.47
1170,جابابنتين 600 مجم اقراص,1,2,70.58,35.29,70.58,70.58,141.16
1679,جاباليبسي 300مجم اقراص,1,3,98.89,32.96,98.89,98.89,197.78
491,جابتين 100مجم,0,2,55.00,18.33,0.00,36.67,36.67
664,جابتين 300 مجم اقراص,2,6,91.97,30.66,183.94,183.94,367.88
667,جابتين 400مجم اقراص,1,5,113.87,37.96,113.87,189.78,303.65
227,جابيماش 300مجم,1,5,67.26,22.42,67.26,112.10,179.36
1755,جاراميسين 80مجم حقن,0,1,45.84,15.28,0.00,15.28,15.28
609,جاراميسين كريم,2,2,15.84,15.84,31.68,31.68,63.36
730,جاراميسين مرهم,2,1,14.30,14.30,28.60,14.30,42.90
1210,جارنييه غسول للوجه بالفيتامين سي و الليمون 100 م,1,1,60.75,60.75,60.75,60.75,121.50
1211,جارنييه غسول للوجه بالليمون,1,1,38.50,38.50,38.50,38.50,77.00
1638,جاروبرايد 50 مجم اقراص,0,2,47.25,15.75,0.00,31.50,31.50
1844,جاست ريج 50مجم امبول,2,6,25.04,8.35,50.08,50.08,100.16
1782,جاست ريج شراب,2,2,23.82,23.82,47.64,47.64,95.28
216,جاست-ريج 100جم,2,5,49.68,16.56,99.36,82.80,182.16
217,جاست-ريج 200جم,2,6,57.46,19.15,114.92,114.92,229.84
283,جاسترازول 20جم,2,2,33.07,33.07,66.14,66.14,132.28
1181,جاستروتيدين امبول,5,16,43.00,14.33,215.00,229.33,444.33
225,جاسترولوك 40 مجم,1,2,51.35,25.68,51.35,51.35,102.70
724,جاستروموتيل 5مجم/5مللي شراب,3,3,15.60,15.60,46.80,46.80,93.60
690,جاستروموتيل اقراص,1,3,10.20,5.10,10.20,15.30,25.50
2165,جاسموفاك 5مجم اقراص,0,0,79.56,26.52,0.00,0.00,0.00
857,جافيسكون لحرقة المعده,1,29,230.40,9.60,230.40,278.40,508.80
1967,جاكودان غسول,1,1,120.00,120.00,120.00,120.00,240.00
1109,جالفز ميت 50/850,0,0,253.38,253.38,0.00,0.00,0.00
215,جاناتون,2,5,61.20,20.40,122.40,102.00,224.40
694,جانتوليف 50مجم اقراص,1,3,43.79,14.60,43.79,43.79,87.58
245,جاوتيفيد 40 مجم اقراص,0,2,64.80,21.60,0.00,43.20,43.20
221,جاوتيفيد/80جم,1,3,87.33,29.11,87.33,87.33,174.66
994,جدا اولويز الترا,1,1,63.00,63.00,63.00,63.00,126.00
1860,جرانيتريل 2مجم اقراص,1,1,215.90,215.90,215.90,215.90,431.80
597,جروث فورميلا اطفال,1,1,197.10,197.10,197.10,197.10,394.20
2067,جروث فورميلا كبار شوكولاته,1,1,190.10,190.10,190.10,190.10,380.20
2076,جرين كوفي اكياس,0,0,74.44,3.72,0.00,0.00,0.00
2056,جرينكس سبوتلس كريم,1,1,19.17,19.17,19.17,19.17,38.34
1282,جل فاتيكا انبوبه,1,0,23.25,23.25,23.25,0.00,23.25
2172,جل كعب غزال,1,1,15.00,15.00,15.00,15.00,30.00
1234,جل مان لوك 250م,1,1,36.85,36.85,36.85,36.85,73.70
1235,جل مان لوك كيرلي 250 م,1,1,36.85,36.85,36.85,36.85,73.70
1266,جل هير كود انبوبه عرض 25ملل,0,0,24.75,24.75,0.00,0.00,0.00
2010,جلاريل 4مجم اقراص,1,3,33.07,11.02,33.07,33.07,66.14
2304,جلايتيفيا بلس 50/1000اقراص,1,3,130.00,43.33,130.00,130.00,260.00
1399,جلسرين طبى 60مل,2,2,15.00,15.00,30.00,30.00,60.00
2335,جلوري حنه اسود,1,1,32.90,32.90,32.90,32.90,65.80
289,جلوكوفاج 1000اقراص,3,9,43.20,14.40,129.60,129.60,259.20
2129,جلوكوفاج 500مجم اقراص,5,25,46.62,9.32,233.10,233.10,466.20
1845,جلوكوفاج اكس ار 1000مجم اقراص,0,2,95.63,31.88,0.00,63.75,63.75
689,جلوكوفانس 5/500مجم اقراص,2,4,54.01,27.00,108.02,108.02,216.04
1732,جليبتس 50مجم اقراص,2,6,110.50,36.83,221.00,221.00,442.00
1596,جليبتس بلس 50/1000 مجم اقراص,1,3,147.60,49.20,147.60,147.60,295.20
228,جليسرين لبوس كبار,2,2,8.76,8.76,17.52,17.52,35.04
2028,جليسرين لعلاج الامساك للاطفال,9,12,9.09,9.09,81.81,109.08,190.89
849,جليسرين للاطفال 735.9,1,2,13.68,6.84,13.68,13.68,27.36
210,جليمت فورت 5/800مجم اقراص,2,6,60.00,20.00,120.00,120.00,240.00
1441,جنكو بلس اقراص,1,2,33.75,16.88,33.75,33.75,67.50
961,جنكوبيلوبا كبسول,2,6,148.80,49.60,297.60,297.60,595.20
88,جهاز ريد مع عبوه,0,0,120.00,120.00,0.00,0.00,0.00
1346,جهاز محلول ماسكو,3,3,7.00,7.00,21.00,21.00,42.00
670,جوافه شراب للسعال,0,0,40.14,40.14,0.00,0.00,0.00
1332,جوانتى لاتكس,1,198,170.00,1.70,170.00,336.60,506.60
1459,جوانتي عمال ثقيل,2,2,30.00,30.00,60.00,60.00,120.00
2152,جوسبرين 81 مجم اقراص,3,9,59.45,19.82,178.35,178.35,356.70
2316,جولد دش بلس,1,1,66.50,66.50,66.50,66.50,133.00
66,جونسن مرطب,1,1,50.00,50.00,50.00,50.00,100.00
1597,جوي اكسترا اقراص,0,0,103.80,103.80,0.00,0.00,0.00
1194,جوينتا اقراص,1,3,238.00,79.33,238.00,238.00,476.00
213,جوينتونكس,1,1,219.00,219.00,219.00,219.00,438.00
671,جى سى مول فورا  للبرد,2,12,18.24,3.04,36.48,36.48,72.96
1960,جي بي سي كريم,0,0,52.50,52.50,0.00,0.00,0.00
1488,جيباريلون اقراص,0,0,20.03,4.01,0.00,0.00,0.00
2155,جيت اقراص,1,2,101.30,50.65,101.30,101.30,202.60
214,جيسترانيل,1,1,39.96,39.96,39.96,39.96,79.92
1628,جيفلوج  25 مجم اقراص,2,6,137.25,45.75,274.50,274.50,549.00
1922,جيفلوج 10مجم اقراص,1,3,137.25,45.75,137.25,137.25,274.50
1316,جيل صبار,0,0,15.75,15.75,0.00,0.00,0.00
1317,جيل صبار اخضر,1,1,15.75,15.75,15.75,15.75,31.50
1299,جيل صبار ايفونا 250 م,1,0,18.00,18.00,18.00,0.00,18.00
1861,جينكوستازين كبسول,1,3,86.39,28.80,86.39,86.39,172.78
1626,جينو دكتارين كريم,1,1,45.48,45.48,45.48,45.48,90.96
663,جينوترا 600مجم لبوس,2,2,24.08,24.08,48.16,48.16,96.32
762,جينوزول 200مجم,0,1,24.76,12.38,0.00,12.38,12.38
2041,جينوفيل اوريجينال اقراص,0,0,197.70,39.54,0.00,0.00,0.00
209,جينوكونازول,1,0,24.31,24.31,24.31,0.00,24.31
1195,جينوكونازول 80مجم لبوس,2,2,42.40,42.40,84.80,84.80,169.60
1962,جينوكونازول% 0.08كريم,2,2,33.58,33.58,67.16,67.16,134.32
930,جينيرا اقراص,1,1,109.12,109.12,109.12,109.12,218.24
1389,حامل زراع كبار زولا عادى,4,0,23.00,23.00,92.00,0.00,92.00
2070,حلبه ميكس اقراص,0,0,81.40,40.70,0.00,0.00,0.00
2319,حلبه ميكس اقراص,0,0,86.13,43.06,0.00,0.00,0.00
1659,حلق طبي,3,3,6.90,6.90,20.70,20.70,41.40
1477,حلمه بوبي ف علبه,1,0,9.25,9.25,9.25,0.00,9.25
1894,حلمه فانى بيبي,3,3,5.00,5.00,15.00,15.00,30.00
2139,حلمه لاكي بيبي,1,0,8.55,8.55,8.55,0.00,8.55
1426,حمام كريم كليوباترا 700 مل,1,1,50.00,50.00,50.00,50.00,100.00
1254,حمام كريم منك  نصف كيلو اسود,0,0,41.55,41.55,0.00,0.00,0.00
1250,حمام كريم منك 1000 م  بني,1,1,72.25,72.25,72.25,72.25,144.50
1255,حمام كريم منك 400 جوز هند,1,1,49.00,49.00,49.00,49.00,98.00
1251,حمام كريم منك اخضر 1000 م,1,1,72.25,72.25,72.25,72.25,144.50
1253,حمام كريم منك نصف كيلو,1,1,41.55,41.55,41.55,41.55,83.10
1213,حنه جلوري اسود,1,1,32.45,32.45,32.45,32.45,64.90
44,حنه جلوري بني,4,3,31.00,31.00,124.00,93.00,217.00
1212,حنه جلوري بني,2,12,32.45,5.41,64.90,64.90,129.80
71,حنه جلوري كستاني,3,3,31.00,31.00,93.00,93.00,186.00
1312,حنه جوليشا انبوبه صغيره اظافر,0,0,17.45,17.45,0.00,0.00,0.00
1311,حنه جوليشا انبوبه كبيره رسم,1,1,28.90,28.90,28.90,28.90,57.80
2264,حنه جومانه للاظافر,1,1,10.00,10.00,10.00,10.00,20.00
1304,خافض لسان خشب,1,100,29.15,0.29,29.15,29.15,58.30
2336,خلة اسنان بلاستيك,2,2,9.30,9.30,18.60,18.60,37.20
1229,خله اسنان,14,14,4.90,4.90,68.60,68.60,137.20
1997,خله اسنان بلاستيك,1,1,9.62,9.62,9.62,9.62,19.24
1742,خله اسنان بلاستيك بخيط,0,0,10.75,10.75,0.00,0.00,0.00
1401,خله اسنان وسط,1,1,10.00,10.00,10.00,10.00,20.00
2314,خميره مرفل اقراص,1,1,26.00,26.00,26.00,26.00,52.00
274,خميره ميباكو-ميدى فود,0,0,24.00,24.00,0.00,0.00,0.00
1584,دابابليكس 10مجم اقراص,1,3,141.36,47.12,141.36,141.36,282.72
1848,دابابليكس مت 10/1000مجم اقراص,1,3,164.10,54.70,164.10,164.10,328.20
2332,داباجلوزا 10مجم اقراص,1,3,214.90,71.63,214.90,214.90,429.80
1929,دابافيلداكتين بلس 5/1000 مجم اقراص,1,4,144.00,36.00,144.00,144.00,288.00
2261,دابافيلداكتين بلس 5/1000مجم اقراص,2,8,150.00,37.50,300.00,300.00,600.00
1076,دابر املا 50مل,1,1,23.00,23.00,23.00,23.00,46.00
1077,دابر املا بالياسمين 90مل,1,1,42.00,42.00,42.00,42.00,84.00
1051,دابر زيت شعر املا 270 ملل,0,0,82.00,82.00,0.00,0.00,0.00
1493,دافاليندى 200.000وحده حقن,3,4,46.48,23.24,139.44,92.96,232.40
869,دافاليندي 10000 وحده اقراص,1,0,62.40,62.40,62.40,0.00,62.40
1570,دافاليندي 5000 ود اقراص,1,0,40.81,40.81,40.81,0.00,40.81
301,دافلون1000مجم,0,2,208.05,69.35,0.00,138.70,138.70
300,دافلون500مجم,0,2,140.60,46.87,0.00,93.73,93.73
931,دالاسين سي كبسول,1,1,88.92,88.92,88.92,88.92,177.84
932,دالاسين كريم مهبلي,1,1,46.80,46.80,46.80,46.80,93.60
2294,دالي دال اقراص,0,0,112.30,37.43,0.00,0.00,0.00
652,دانتريلاكس  كبسولة 25مجم,0,2,105.64,35.21,0.00,70.43,70.43
651,دانتريلاكس  مركب,1,3,109.95,36.65,109.95,109.95,219.90
655,دانست4مجم امبول,2,5,59.29,19.76,118.58,98.82,217.40
659,دانست8مجم امبولات,1,3,102.41,34.14,102.41,102.41,204.82
830,داونستيرولين 20/10,1,2,90.28,45.14,90.28,90.28,180.56
828,داونستيرولين 40/10مم,1,2,110.40,55.20,110.40,110.40,220.80
646,داونوبرازول 20مجم كبسول,1,1,53.18,53.18,53.18,53.18,106.36
633,داونوبرازول 40مجم كبسول,1,0,68.27,68.27,68.27,0.00,68.27
294,دايجست ايزي اقراص,1,2,67.68,33.84,67.68,67.68,135.36
298,دايجيستوزيم اقراص,3,6,41.54,20.77,124.62,124.62,249.24
303,دايجينورم شراب,3,3,41.25,41.25,123.75,123.75,247.50
295,دايسينون 500مجم,1,2,81.20,40.60,81.20,81.20,162.40
281,دايسينون مضاد للنزيف 250مجم امبول,2,6,32.76,10.92,65.52,65.52,131.04
1600,دايموند ايميفوليك اقراص,1,3,94.17,31.39,94.17,94.17,188.34
1898,دراكون مزيل عرق,1,1,170.80,170.80,170.80,170.80,341.60
711,درامينكس 50مجم اقراص,1,2,20.12,10.06,20.12,20.12,40.24
1178,دكتارين كريم,0,0,20.58,20.58,0.00,0.00,0.00
1760,دكتارين كريم,4,1,19.34,19.34,77.36,19.34,96.70
1217,دكتاكورت 15 مجم,1,0,20.00,20.00,20.00,0.00,20.00
1853,دكتاكورت كريم,1,1,42.72,42.72,42.72,42.72,85.44
1509,دلبانتو 40 مجم اقراص,1,3,52.92,26.46,52.92,79.38,132.30
953,دلتارينو بخاخ للانف,2,1,22.80,22.80,45.60,22.80,68.40
637,دلتافيت ب12 اقراص,0,0,53.90,53.90,0.00,0.00,0.00
645,دلتاكلاف 457مجم شراب,0,0,63.96,63.96,0.00,0.00,0.00
639,دلتاكلاف 642.9مجم شراب,2,2,77.61,77.61,155.22,155.22,310.44
617,دنتينوكس نقط اطفال,1,1,85.49,85.49,85.49,85.49,170.98
1606,دوجماتيل 50 مجم اقراص,1,3,49.14,16.38,49.14,49.14,98.28
713,دوجماتيل فورت 200مجم,2,2,28.74,28.74,57.48,57.48,114.96
1411,دوجوفيرتين اقراص,0,0,202.80,101.40,0.00,0.00,0.00
2284,دوجوفيرتين اقراص,0,0,194.40,97.20,0.00,0.00,0.00
2174,دوركو حريمي 2 شفره,1,6,18.00,3.00,18.00,18.00,36.00
1330,دوركو شفرات حريمى,1,3,66.75,16.69,66.75,50.06,116.81
299,دورميفال كبسول,1,2,21.90,10.95,21.90,21.90,43.80
949,دوروفين كبسول,0,2,116.28,38.76,0.00,77.52,77.52
1408,دوزين 1مجم اقراص,1,2,17.16,8.58,17.16,17.16,34.32
2095,دوسبتالين ريتارد اقراص,0,0,101.20,33.73,0.00,0.00,0.00
1949,دوف شامبو 180 ضد التساقط,1,1,68.00,68.00,68.00,68.00,136.00
26,دوف مزيل عرق,1,0,80.00,80.00,80.00,0.00,80.00
700,دوفاستون 10مجم اقراص,2,5,277.40,92.47,554.80,462.33,1017.13
1551,دوفلاك شراب,1,1,111.30,111.30,111.30,111.30,222.60
296,دوكسيرازول 30مجم,1,2,48.75,24.38,48.75,48.75,97.50
701,دوكسيكوست200مجم اقراص,1,1,30.90,30.90,30.90,30.90,61.80
703,دولسيل 2مجم اقراص,1,3,34.49,11.50,34.49,34.49,68.98
710,دولسيل3مجم اقراص,1,3,38.80,12.93,38.80,38.80,77.60
302,دولسيل4مجم,1,3,33.15,11.05,33.15,33.15,66.30
635,دولفن 12.5 لبوس,3,8,25.87,12.94,77.61,103.48,181.09
638,دولفين 25مجم لبوس,1,2,27.30,13.65,27.30,27.30,54.60
649,دولفين50مجم لبوس,0,0,34.49,17.24,0.00,0.00,0.00
1939,دولو دي بلس شراب,1,1,31.16,31.16,31.16,31.16,62.32
1200,دولو-دي شراب,6,6,29.60,29.60,177.60,177.60,355.20
2093,دولوكسبرين 20مجم اقراص,1,3,103.60,51.80,103.60,155.40,259.00
632,دولوكسبرين 30مجم اقراص,2,4,129.36,64.68,258.72,258.72,517.44
831,دوليبران 1000مجم,4,12,32.16,10.72,128.64,128.64,257.28
240,دوليبران1000مجم,1,1,40.20,20.10,40.20,20.10,60.30
640,دومبيريدون اقراص,1,2,18.68,9.34,18.68,18.68,37.36
1944,دى3 +ك2 وايت برطمان اقراص,0,0,210.54,3.51,0.00,0.00,0.00
2020,دي جي ووش,1,1,27.33,27.33,27.33,27.33,54.66
2120,دي ديب 10000 جم اقراص,1,3,233.70,77.90,233.70,233.70,467.40
2308,دي ديب 1000مجم كبسول,2,5,155.00,77.50,310.00,387.50,697.50
2345,دياستوب شراب,1,1,21.50,21.50,21.50,21.50,43.00
657,دياسميكت اكياس,1,10,15.09,1.51,15.09,15.09,30.18
650,دياسيرين50مجم اقراص,1,3,112.11,37.37,112.11,112.11,224.22
233,ديافانس500/5مجم,1,3,24.15,8.05,24.15,24.15,48.30
1753,ديافلوزيمت 10/1000 مجم اقراص,1,4,185.70,61.90,185.70,247.60,433.30
2206,ديافلوزيمت 10/500مجم اقراص,1,3,171.69,57.23,171.69,171.69,343.38
1869,ديافلوزيمت 5/500 مجم اقراص,1,3,140.20,46.73,140.20,140.20,280.40
821,ديافلوزيمت 500مجم اقراص,1,3,137.16,45.72,137.16,137.16,274.32
1797,دياكالديرم مرهم,0,0,72.16,72.16,0.00,0.00,0.00
712,دياكس كبسولات,1,1,15.09,15.09,15.09,15.09,30.18
2042,دياكيوريماب 10 مجم اقراص,2,6,144.10,48.03,288.20,288.20,576.40
1273,دياموند لشعر طويل وقوي 200ملل,0,0,42.35,42.35,0.00,0.00,0.00
1272,دياموند لشعر كثيف وصحي 200ملل,0,0,42.35,42.35,0.00,0.00,0.00
1274,دياموند لشعر لعلاج التساقط وترطيب 200ملل,0,0,42.00,42.00,0.00,0.00,0.00
232,دياميكرون 30ام ار,1,3,42.60,14.20,42.60,42.60,85.20
231,دياميكرون 60ام ار,1,1,122.14,40.71,122.14,40.71,162.85
1192,ديباكين 500مم كرونو اقراص,1,1,106.48,106.48,106.48,106.48,212.96
1792,ديبرو ساليك محلول,1,1,28.98,28.98,28.98,28.98,57.96
1402,ديبرودنت معجون اسنان 13مل,1,1,33.00,33.00,33.00,33.00,66.00
709,ديبروساليك مرهم,2,2,20.12,20.12,40.24,40.24,80.48
269,ديبو -بن فيال امبول,3,2,15.00,15.00,45.00,30.00,75.00
876,ديبوفورت ب12 حقن,2,2,42.90,42.90,85.80,85.80,171.60
241,ديبوفيت امبول,1,11,56.95,11.39,56.95,125.29,182.24
959,ديبوكايين 2% مخدر,1,1,28.38,28.38,28.38,28.38,56.76
1462,ديتول سائل 50 مل,2,2,29.50,29.50,59.00,59.00,118.00
2298,ديتول سائل125جم,2,2,66.20,66.20,132.40,132.40,264.80
1023,ديتول صابون الاصلى,0,0,37.50,37.50,0.00,0.00,0.00
1024,ديتول صابون الاصلى وسط,1,0,25.00,25.00,25.00,0.00,25.00
1022,ديتول صابون كوول,2,2,37.50,37.50,75.00,75.00,150.00
2113,ديجريزيان 1جم اقراص,0,0,282.00,70.50,0.00,0.00,0.00
218,ديجستين,2,4,28.14,14.07,56.28,56.28,112.56
236,ديرماتين كريم,4,4,10.50,10.50,42.00,42.00,84.00
2236,ديرموتراسين سبراي,1,1,52.00,52.00,52.00,52.00,104.00
729,ديرموفيت كريم موضعي 25جم,6,6,28.60,28.60,171.60,171.60,343.20
1375,ديرموفيت مرهم,1,0,35.00,35.00,35.00,0.00,35.00
524,ديسا اقراص 5مجم,2,3,46.90,23.45,93.80,70.35,164.15
297,ديسا شراب,0,0,21.39,21.39,0.00,0.00,0.00
707,ديسبركام جيل صغير,1,1,8.98,8.98,8.98,8.98,17.96
1434,ديسبريلون -د 20 مجم اقراص,0,0,83.52,41.76,0.00,0.00,0.00
2130,ديفارت د3 اقراص,0,2,58.27,19.42,0.00,38.85,38.85
1675,ديفارول-اس امبول200000,2,2,27.20,27.20,54.40,54.40,108.80
2266,ديفلوستيرو قطره للعين,1,1,34.00,34.00,34.00,34.00,68.00
935,ديفلوكان150مجم كبسول,2,2,79.77,79.77,159.54,159.54,319.08
257,ديفيتون دي قطره,2,2,32.00,32.00,64.00,64.00,128.00
643,ديفيدو 75ملجم كبسول,1,3,101.33,33.78,101.33,101.33,202.66
1791,ديكابرينو حقن,0,1,39.09,19.54,0.00,19.54,19.54
2205,ديكانست اس ار اقراص,1,3,28.50,14.25,28.50,42.75,71.25
1448,ديكساترول قطره,4,4,18.90,18.90,75.60,75.60,151.20
2123,ديكساتوبرين قطره عين,1,1,24.42,24.42,24.42,24.42,48.84
1812,ديكساتوبرين مرهم,2,2,27.97,27.97,55.94,55.94,111.88
612,ديكسازون 0.5مجم اقراص,2,5,35.70,11.90,71.40,59.50,130.90
1722,ديكسافلوكس قطره للعين 5مل,1,1,37.00,37.00,37.00,37.00,74.00
234,ديكساميثازون العمريه,11,37,21.24,7.08,233.64,261.96,495.60
658,ديكساميثازون حقن,10,56,46.71,9.34,467.10,523.15,990.25
2245,ديكسفيت 10000وحده دوليه اقراص,0,1,86.90,43.45,0.00,43.45,43.45
900,ديكلاك  اي دي 150 جرام اقراص,1,2,87.12,43.56,87.12,87.12,174.24
901,ديكلاك اي دي 75جرام اقراص,1,3,95.79,31.93,95.79,95.79,191.58
934,ديكلاك3مل /75مجم امبول,2,6,44.00,8.80,88.00,52.80,140.80
1749,ديكلوبرو 150مجم اي دي اقراص,0,0,82.11,41.06,0.00,0.00,0.00
605,ديكلوفين امبولات 75مجم,3,11,24.84,8.28,74.52,91.08,165.60
648,ديكلوفين جيل,1,1,20.84,20.84,20.84,20.84,41.68
607,ديكلوفين فاست اكياس,1,10,25.84,2.58,25.84,25.84,51.68
653,ديكونجستيل -ان لبوس,2,2,40.24,20.12,80.48,40.24,120.72
636,ديلاترول 25مجم,1,3,53.90,17.97,53.90,53.90,107.80
2238,ديلاركس 5مجم اقراص,1,3,54.00,18.00,54.00,54.00,108.00
641,ديلاركس شراب,1,1,9.07,9.07,9.07,9.07,18.14
946,ديلزوسين 600مجم  اقراص,1,2,74.74,37.37,74.74,74.74,149.48
603,ديمرا اقراص,0,2,49.70,24.85,0.00,49.70,49.70
2142,ديميكاب غسول,1,1,143.08,143.08,143.08,143.08,286.16
2307,ديوري اكياس,1,10,78.70,7.87,78.70,78.70,157.40
627,ديوريسف 1جم اقراص,1,2,56.05,28.02,56.05,56.05,112.10
601,ديوريسف 500مجم شراب,2,2,56.94,56.94,113.88,113.88,227.76
602,ديوريسف 500مجم كبسول,2,4,55.00,27.50,110.00,110.00,220.00
2159,ديوريسف شراب 250مجم,1,1,36.08,36.08,36.08,36.08,72.16
604,ديوزمين بلس اقراص,1,3,83.25,27.75,83.25,83.25,166.50
1920,ديوسيد_سي اقراص,1,3,54.72,27.36,54.72,82.08,136.80
1961,رابيبراكيرل 20مجم اقراص,1,3,92.40,30.80,92.40,92.40,184.80
2119,راكوتين كريم,1,1,74.00,74.00,74.00,74.00,148.00
1926,راميتاكس 0.5مجم فيال,3,3,21.60,21.60,64.80,64.80,129.60
660,راميتاكس 1جم,4,4,31.62,31.62,126.48,126.48,252.96
2327,راميسفتراكس 1مجم حقن,4,4,40.32,40.32,161.28,161.28,322.56
2237,راميكسول 0.25 اقراص,1,3,36.00,12.00,36.00,36.00,72.00
611,رانسيف 500مجم اقراص,1,1,49.68,49.68,49.68,49.68,99.36
630,راني -ف فوار اكياس,4,25,30.18,5.03,120.72,125.75,246.47
1567,رايت بون 15 مل نقط,2,2,93.96,93.96,187.92,187.92,375.84
1349,رباط ضاغط  6 سم,4,3,7.31,7.31,29.24,21.93,51.17
1352,رباط ضاغط 10 سم,3,2,11.55,11.55,34.65,23.10,57.75
1388,رباط ضاغط 12 زولا,2,2,14.50,14.50,29.00,29.00,58.00
1351,رباط ضاغط 15 سم,2,1,17.35,17.35,34.70,17.35,52.05
1350,رباط ضاغط 8 سم,2,1,9.50,9.50,19.00,9.50,28.50
1733,رجكور 10مجم اقراص,1,1,12.48,12.48,12.48,12.48,24.96
1563,رجيماكس 120 مجم اقراص,0,1,167.04,55.68,0.00,55.68,55.68
1355,رست اسبورت زولا,2,2,11.50,11.50,23.00,23.00,46.00
1357,رست بريس زولا,1,1,26.00,26.00,26.00,26.00,52.00
1356,رست شراب زولا,2,2,20.00,20.00,40.00,40.00,80.00
1353,ركبه زولا,4,4,30.00,30.00,120.00,120.00,240.00
2128,رليفاتير محلول للعين,0,0,35.74,35.74,0.00,0.00,0.00
616,رواتينكس كبسولات,1,4,49.68,16.56,49.68,66.24,115.92
622,رواكول اقراص,3,9,46.80,15.60,140.40,140.40,280.80
1725,روتا نيد كالامين 120مل,1,0,29.14,29.14,29.14,0.00,29.14
271,روتاسي 60 اقراص,2,4,24.80,12.40,49.60,49.60,99.20
621,روتاهلكس ثايم استحلاب,1,2,103.60,51.80,103.60,103.60,207.20
1674,روتاهيلس نقط فم,0,0,51.00,51.00,0.00,0.00,0.00
625,روتاهيلكس ادفانس نقط,1,1,54.75,54.75,54.75,54.75,109.50
615,روتاهيلكس شراب120مل,3,3,36.85,36.85,110.55,110.55,221.10
1664,روح خل,3,3,7.10,7.10,21.30,21.30,42.60
1728,روزاسيف اقراص,1,3,86.40,28.80,86.40,86.40,172.80
1031,روزان الماسك الفحم,2,2,30.50,30.50,61.00,61.00,122.00
1905,روزو فاست 10مجم اقراص,1,2,70.15,35.08,70.15,70.15,140.30
626,روزوفاست 20مجم,3,6,87.32,43.66,261.96,261.96,523.92
1928,روسوفاستاتين 20مجم اقراص,1,1,48.00,48.00,48.00,48.00,96.00
2083,روكسيكام حقن,6,6,19.00,19.00,114.00,114.00,228.00
2168,روماتيزين كريم,1,1,26.74,26.74,26.74,26.74,53.48
2291,روماكسيماب 90مجم اقراص,0,2,114.00,38.00,0.00,76.00,76.00
706,ريباريل جيل,0,0,41.68,41.68,0.00,0.00,0.00
2104,ريسبي ديب اقراص,0,0,105.20,52.60,0.00,0.00,0.00
